Contrato;Estado;Descrição;Tipo de contrato;Tipo de procedimento;Data de publicação;Data de celebração;Data de fecho;Prazo de execução;Local de execução (País, Distrito, Concelho);Preço contratual;Preço total efetivo;Entidade adjudicante;Entidade adjudicante (NIF);Entidade adjudicante (ID);Entidade adjudicatária;Entidade adjudicatária (NIF);Entidade adjudicatária (ID);Convidados (ID|NIF|Descrição);Concorrentes (ID|NIF|Descrição);Anúncio (ID);Fundamentação;Fundamentação da necessidade de recurso ao ajuste direto;Procedimento centralizado;CPV;Objeto do contrato;Incrementos superiores a 15%;Causas das alterações do prazo;Causas das alterações do preço;Documentos (IDs);Observações
272;;Reparação do sistema eléctrico da viatura 70-99-QJ;;Ajuste directo;03/09/2008;;;3 dias;;81,08 €;;Câmara Municípal de Loulé;502098139;283;José Albino Fernandes – Sociedade de Rep. Elect. Auto, Lda.;504117050;347;;;;Alínea c) do nº 1 do artigo 24º do CCP;Não aplicável;;;Reparação do sistema eléctrico da viatura 70-99-QJ;;;;;
273;;Reparação do sistema eléctrico da viatura 54-64-LR;;Ajuste directo;03/09/2008;;;3 dias;;44,71 €;;Câmara Municípal de Loulé;502098139;283;José Albino Fernandes – Sociedade de Rep. Elect. Auto, Lda.;504117050;347;;;;Alínea c) do nº 1 do artigo 24º do CCP;Não aplicável;;;Reparação do sistema eléctrico da viatura 54-64-LR;;;;;
274;;Aluguer de Centrifuga para a Etar das Caldas da Rainha;Aquisição de serviços<br/>Concessão de serviços públicos;Ajuste directo;04/09/2008;04/09/2008;08/09/2008;1 dias;Portugal, Leiria, Caldas da Rainha;21.430,00 €;21.430,00 €;Serviços Municipalizados da Câmara Municipal das Caldas da Rainha;680001069;348;STI – Sistemas e Técnicas Industriais, Lda.;500754071;52;;;;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos;Não aplicável;;45500000-2, Aluguer de máquinas e equipamento para construção e engenharia civil, com operador;Aluguer de Centrifuga para a Etar das Caldas da Rainha;;;;;
276;;Aquisição de 600 resmas de papel couché brilhante 2 faces, 90g 70x100cm, cor 1;;Ajuste directo;04/09/2008;;;14 dias;;15.573,60 €;;Imprensa Nacional –Casa da Moeda, S.A.;500792887;1;Torraspapel Portugal, Lda.;500242640;351;;;;Não Preenchido;Não aplicável;;;Aquisição de 600 resmas de papel couché brilhante 2 faces, 90g 70x100cm, cor 1;;;;;
277;;Reparação de Unidade Centrifuga – Etar das Caldas da Rainha;Aquisição de serviços;Ajuste directo;10/09/2008;04/09/2008;09/09/2008;1 dias;Portugal, Leiria, Caldas da Rainha;19.018,78 €;19.018,78 €;Serviços Municipalizados da Câmara Municipal das Caldas da Rainha;680001069;348;Westfalia Separator Ibérica, S.A.;980259665;353;;;;Artigo 24.º, n.º 1, alínea e) do Código dos Contratos Públicos;Não aplicável;;50000000-5, Serviços de reparação e manutenção;Reparação de Unidade Centrifuga – Etar das Caldas da Rainha;;;;;
279;;Reparação da viatura 63-34-XO;;Ajuste directo;03/09/2008;;;7 dias;;450,00 €;;Câmara Municípal de Loulé;502098139;283;Horácio Sousa Dias;115860355;334;;;;Alínea c) do nº 1 do artigo 24º do CCP;Não aplicável;;;Reparação da viatura 63-34-XO;;;;;
280;;Reparação do sistema eléctrico da viatura 21-53-HA;;Ajuste directo;03/09/2008;;;3 dias;;35,00 €;;Câmara Municípal de Loulé;502098139;283;José Albino Fernandes – Sociedade de Rep. Elect. Auto, Lda.;504117050;347;;;;Alínea c) do nº 1 do artigo 24º do CCP;Não aplicável;;;Reparação do sistema eléctrico da viatura 21-53-HA;;;;;
281;;Reparação da carroçaria, chapa e pintura da viatura 00-65-NB;;Ajuste directo;03/09/2008;;;7 dias;;4.781,68 €;;Câmara Municípal de Loulé;502098139;283;Túlio Correia Martins;115343806;354;;;;Alínea c) do nº 1 do artigo 24º do CCP;Não aplicável;;;Reparação da carroçaria, chapa e pintura da viatura 00-65-NB;;;;;
282;;Reparação do  sistema eléctrico da viatura 47-97-GT;;Ajuste directo;03/09/2008;;;3 dias;;85,00 €;;Câmara Municípal de Loulé;502098139;283;Horácio Sousa Dias;115860355;334;;;;Alínea c) do nº 1 do artigo 24º do CCP;Não aplicável;;;Reparação do  sistema eléctrico da viatura 47-97-GT;;;;;
283;;Reparação de tractor Ford 40;;Ajuste directo;03/09/2008;;;4 dias;;223,00 €;;Câmara Municípal de Loulé;502098139;283;Horácio Sousa Dias;115860355;334;;;;Alínea c) do nº 1 do artigo 24º do CCP;Não aplicável;;;Reparação de tractor Ford 40;;;;;
284;;Prestação de Serviços Médicos de Obstetricia;;Ajuste directo;03/09/2008;;;30 dias;;11.280,00 €;;Centro Hospitalar Caldas da Rainha;501178708;70;Ginenick;505179954;356;;;;Artigo 23º e 24 nº 1 alinea c) do Decreto-Lei N.º 18/2008, de 29 de Janeiro;Não aplicável;;;Prestação de Serviços Médicos de Obstetricia;;;;;
285;;Emulsão betuminosa CR1;;Ajuste directo;03/09/2008;;;1 dias;;7.200,00 €;;Câmara Municípal de Setúbal;501294104;39;Probigalp, ligantes betuminosos, S.A.;504137484;357;;;;Não Preenchido;Não aplicável;;;Emulsão betuminosa CR1;;;;;
286;;Empreitada de recuperação das instalações do IPQ;;Ajuste directo;03/09/2008;;;45 dias;;74.592,00 €;;Instituto Português de Qualidade, I.P.;502225610;358;António M.S.Ramos Lda.;500434042;359;;;;Não Preenchido;Não aplicável;;;Empreitada de recuperação das instalações do IPQ;;;;;
287;;Restauro das Floreiras do Edifício A do IPQ;;Ajuste directo;03/09/2008;;;60 dias;;16.525,94 €;;Instituto Português de Qualidade, I.P.;502225610;358;Viveiros Mira Jardim;111613353;360;;;;Não Preenchido;Não aplicável;;;Restauro das Floreiras do Edifício A do IPQ;;;;;
288;;Palestra e Exposição “Life – A Journey Through Time” de Frans Lanting, no âmbito do 1.º Festival Internacional de Fotografia da Natureza;;Ajuste directo;03/09/2008;;;37 dias;;18.000,00 €;;Câmara Municipal de Leiria;505181266;361;Rigor P, Lda;505535823;362;;;;Alínea e) do n.º 1 do Artigo 24.º do Código de Contratos Públicos, aprovado pelo Decreto Lei n.º 18/2008 de 29 de Janeiro;Não aplicável;;;Palestra e Exposição “Life – A Journey Through Time” de Frans Lanting, no âmbito do 1.º Festival Internacional de Fotografia da Natureza;;;;;
289;;Aquisição de serviços – espectáculos/concertos “Perfume”, “O Peso Certo”, “Padre Borga” e “Banda Êxito” no Parque Atlântico;;Ajuste directo;04/09/2008;;;5 dias;;54.630,00 €;;Câmara Municipal da Nazaré;507012100;47;Alien, Produtora de Espectáculos e Televisão;505544105;363;;;;Não Preenchido;Não aplicável;;;Aquisição de serviços – espectáculos/concertos “Perfume”, “O Peso Certo”, “Padre Borga” e “Banda Êxito” no Parque Atlântico;;;;;
290;;Aluguer de um palco 12 m x 10 m, com abas laterais e régie, para o evento “Nazaré Em Festa”, a decorrer de 5 a 14 de Setembro - Parque Atlântico;;Ajuste directo;04/09/2008;;;10 dias;;3.900,00 €;;Câmara Municipal da Nazaré;507012100;47;Palcos Martins, de Eduardo Hilário Silva Martins;203998626;364;;;;Não Preenchido;Não aplicável;;;Aluguer de um palco 12 m x 10 m, com abas laterais e régie, para o evento “Nazaré Em Festa”, a decorrer de 5 a 14 de Setembro - Parque Atlântico;;;;;
291;;Actuação da artista SUSANA TRAVASSOS, no âmbito das Festas em Honra de Nossa Senhora da Encarnação;;Ajuste directo;04/09/2008;;07/09/2008;1 dias;;3.600,00 €;3.600,00 €;VRSA – Sociedade de Gestão Urbana, E. M., S. A.;508160570;365;Pedaços do Mar, Lda;507574745;366;;;;Alínea e) do n.º 1 do artigo 24.º do Decreto Lei 18/2008, de 29 de Janeiro;Não aplicável;;;Actuação da artista SUSANA TRAVASSOS, no âmbito das Festas em Honra de Nossa Senhora da Encarnação;;;;;
292;;Equipamento e Mobiliário. Escola 1º CEB de Ansião.;;Ajuste directo;03/09/2008;;;20 dias;;25.899,15 €;;Câmara Municipal de Ansião;506605930;367;Areal  Editores, S.A.;501523375;368;;;;Alínea a) do nº 1 do artº 20 do DL 18/2008;Não aplicável;;;Equipamento e Mobiliário. Escola 1º CEB de Ansião.;;;;;
293;;Execução da empreitada – Reparação do pavimento no Cruzamento do Seixo;;Ajuste directo;04/09/2008;;20/11/2008;2 dias;;5.628,00 €;5.628,00 €;Câmara Municipal de Vila Real;506359670;369;Urbitâmega – Sociedade de Construções do Tâmega, Lda;503780243;370;;;;Não Preenchido;Não aplicável;;;Execução da empreitada – Reparação do pavimento no Cruzamento do Seixo;;;;;
294;;Fornecimento de dois espectáculos pirotécnicos integrados nas festas de S. Paio 2008;Aquisição de serviços;Ajuste directo;04/09/2008;21/08/2008;17/12/2008;2 dias;Portugal, Aveiro, Murtosa;20.831,67 €;20.831,67 €;Câmara Municipal da Murtosa;506791238;308;Macedos Pirotecnia,  L.da;504446592;372;;;;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos;Não aplicável;;24613200-6, Fogos de artifício;Fornecimento de dois espectáculos pirotécnicos integrados nas festas de S. Paio 2008;;;;;
296;;Link de rádio frequência licenciada a 100 Mbps entre o Edifício Sede dos S.M.Loures e Fanqueiro.;;Ajuste directo;04/09/2008;;;75 dias;;19.318,80 €;;Serviços Municipalizados de Loures;680009671;145;Regra - Gabinete de processamento electrónico de dados, S.A.;500229147;373;;;;26.º, nº 1 al. e);Não aplicável;;;Link de rádio frequência licenciada a 100 Mbps entre o Edifício Sede dos S.M.Loures e Fanqueiro.;;;;;
297;;Contratação de espectáculos musicais para as festas de S. Paio 2008;Aquisição de serviços;Ajuste directo;04/09/2008;22/08/2008;09/09/2008;2 dias;Portugal, Aveiro, Murtosa;13.809,53 €;13.809,53 €;Câmara Municipal da Murtosa;506791238;308;Musitoque,  L.da;502332972;374;;;;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos;Não aplicável;;92340000-6, Serviços de espectáculos recreativos e de dança;Contratação de espectáculos musicais para as festas de S. Paio 2008;;;;;
301;;Empreitada de parque de estacionamento nas instalações do IPATIMUP;;Ajuste directo;04/09/2008;;30/10/2008;45 dias;;16.933,00 €;16.933,00 €;IPATIMUP – Instituto de Patologia e Imunologia Molecular da Universidade do Porto;502246308;54;Manuel da Cunha Barreto & C.ª Lda.;500828172;375;;;;Não Preenchido;Não aplicável;;;Empreitada de parque de estacionamento nas instalações do IPATIMUP;;;;;
302;;Beneficiação do Percolador n.º 1 - Etar da Quinta da Bomba;;Ajuste directo;04/09/2008;;;10 dias;;12.619,59 €;;Serviços Municipalizados de Água e Saneamento de Almada;680017763;376;Coopban – Cooperativa de Produção Operária Metálo – Mecânica, C.R.L.;500595909;377;;;;Não Preenchido;Não aplicável;;;Beneficiação do Percolador n.º 1 - Etar da Quinta da Bomba;;;;;
303;;Aquisição de espectáculo “ Emanuel com Banda” para festa do feriado municipal/N.S.Piedade;Aquisição de serviços;Ajuste directo;04/09/2008;03/09/2008;08/09/2008;3 dias;Portugal, Beja, Odemira;15.502,00 €;15.502,00 €;Câmara Municípal de Odemira;505311313;378;Sons da Vicentina;507152662;152;;;;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos;Não aplicável;;92300000-4, Serviços recreativos;Aquisição de espectáculo “ Emanuel com Banda” para festa do feriado municipal/N.S.Piedade;;;;;
305;;Prestação de Serviços de Assistência Técnica às Soluções Informáticas;;Ajuste directo;04/09/2008;;;122 dias;;16.080,00 €;;Hospital de Reynaldo dos Santos;501536272;381;CPCIS, Companhia Portuguesa de Computadores Informática e Sistemas, S.A.;501267255;22;;;;Ao abrigo do disposto na alínea  e) do artº 24º do Código de Contratos Públicos , aprovado pelo Decreto Lei 18/2008, de 29 de Janeiro;Não aplicável;;;Prestação de Serviços de Assistência Técnica às Soluções Informáticas;;;;;
306;;Aquisição de serviços – Contratação da artista Micaela ao agente Tó Varela -  VI Concentração de Camiões da Nuclegarve;;Ajuste directo;04/09/2008;;;2 dias;;8.316,00 €;;Câmara Municípal de Albufeira;503539473;120;Tó Varela – Produções Espec. Unipessoal, Lda.;505810727;383;;;;Alinea e) do nº 1 do artº 24 do DL 18/2008, de 29 de Janeiro;Não aplicável;;;Aquisição de serviços – Contratação da artista Micaela ao agente Tó Varela -  VI Concentração de Camiões da Nuclegarve;;;;;
307;;Aquisição de serviços – Assistência ao Espectáculo com a artista Ana Moura – 16 de Agosto – Festas de Na. Senhora da Orada.;;Ajuste directo;04/09/2008;;;1 dias;;200,00 €;;Câmara Municípal de Albufeira;503539473;120;Associação do Bombeiros Voluntários de Albufeira;501189912;384;;;;Alinea e) do nº 1 do artº 24 do DL 18/2008, de 29 de Janeiro;Não aplicável;;;Aquisição de serviços – Assistência ao Espectáculo com a artista Ana Moura – 16 de Agosto – Festas de Na. Senhora da Orada.;;;;;
308;;Aquisição de serviços – Apoio dos Bombeiros Voluntários de Albufeira – Festa da Sardinha Olhos D’Água;;Ajuste directo;04/09/2008;;;2 dias;;800,00 €;;Câmara Municípal de Albufeira;503539473;120;Associação dos Bombeiros Voluntários de Albufeira;501189912;384;;;;Alinea e) do nº 1 do artº 24 do DL 18/2008, de 29 de Janeiro;Não aplicável;;;Aquisição de serviços – Apoio dos Bombeiros Voluntários de Albufeira – Festa da Sardinha Olhos D’Água;;;;;
309;;Aquisição de bens – Assinatura da revista “Cadernos da BAD”;;Ajuste directo;04/09/2008;;;365 dias;;28,50 €;;Câmara Municípal de Albufeira;503539473;120;BAD – Associação Port. Bibliotecários Arq. Documentalistas;501121250;386;;;;Alinea e) do nº 1 do artº 24 do DL 18/2008, de 29 de Janeiro;Não aplicável;;;Aquisição de bens – Assinatura da revista “Cadernos da BAD”;;;;;
310;;Aquisição de bens – Renovação da assinatura da revista Visão por dois anos.;;Ajuste directo;04/09/2008;;;730 dias;;160,20 €;;Câmara Municípal de Albufeira;503539473;120;Edimpresa Editora, Lda.;501859349;387;;;;Alinea e) do nº 1 do artº 24 do DL 18/2008, de 29 de Janeiro;Não aplicável;;;Aquisição de bens – Renovação da assinatura da revista Visão por dois anos.;;;;;
311;;Aquisição de serviços – Reparação de dois leitores biométricos - (Gab. GAJ);;Ajuste directo;04/09/2008;;;1 dias;;835,62 €;;Câmara Municípal de Albufeira;503539473;120;Netcaos – Soluções e Métodos Informáticos, Lda.;507641345;388;;;;Alinea e) do nº 1 do artº 24 do DL 18/2008, de 29 de Janeiro;Não aplicável;;;Aquisição de serviços – Reparação de dois leitores biométricos - (Gab. GAJ);;;;;
312;;Aquisição de serviços – Pagamento de licenças da SPA – Festas do Pescador;;Ajuste directo;04/09/2008;;;2 dias;;753,00 €;;Câmara Municípal de Albufeira;503539473;120;SPA – Sociedade Portuguesa de Autores;500257841;389;;;;Alinea e) do nº 1 do artº 24 do DL 18/2008, de 29 de Janeiro;Não aplicável;;;Aquisição de serviços – Pagamento de licenças da SPA – Festas do Pescador;;;;;
313;;Compra de T’shirts  para apoio ao Regimento de Cavalaria no Kosovo;;Ajuste directo;04/09/2008;;;15 dias;;7.700,00 €;;Lipor – Serviço Intermunicipalizado de Gestão de Resíduos do Grande Porto;501394192;390;RCVM-Art & Advertising, Lda;508609097;391;;;;Não Preenchido;Não aplicável;;;Compra de T’shirts  para apoio ao Regimento de Cavalaria no Kosovo;;;;;
314;;Prestação de Serviços de Aluguer de uma Máquina Multicarregador Telescópico para apoio à Plataforma do Verdes e ao Centro de Triagem da Lipor;;Ajuste directo;04/09/2008;;;1 dias;;7.960,00 €;;Lipor – Serviço Intermunicipalizado de Gestão de Resíduos do Grande Porto;501394192;390;Cimertex – Sociedade de Máquinas e Equipamentos, SA;500726531;392;;;;Não Preenchido;Não aplicável;;;Prestação de Serviços de Aluguer de uma Máquina Multicarregador Telescópico para apoio à Plataforma do Verdes e ao Centro de Triagem da Lipor;;;;;
315;;Publicitação de Anuncio para Recrutamento de Quadros Superiores;;Ajuste directo;04/09/2008;;04/09/2008;8 dias;;6.318,00 €;6.318,00 €;Autoridade da Concorrência;506557057;393;Sojornal – Sociedade Jornalistica e Editorial, S.A.;500271810;394;;;;Não Preenchido;Não aplicável;;;Publicitação de Anuncio para Recrutamento de Quadros Superiores;;;;;
316;;Reparação de viatura.;;Ajuste directo;04/09/2008;;;10 dias;;7.561,95 €;;Serviços Municipalizados de Loures;680009671;145;Sacavol - Auto-Garagem de Sacavém. Ldª.;500237883;395;;;;24.º, nº 1 al. c);Não aplicável;;;Reparação de viatura.;;;;;
318;;Aquisição de viaturas de prevenção e primeira intervenção em incêndios florestais – Aquisição de duas viaturas usadas;;Ajuste directo;04/09/2008;;;2 dias;;31.355,20 €;;Câmara Municipal de Pombal;506334562;17;Gigoauto - Comércio de peças, Lda;506382680;398;;;;Nos termos do disposto da alínea a) do n.º 1 do Artigo 20.º do Código dos Contratos Públicos;Não aplicável;;;Aquisição de viaturas de prevenção e primeira intervenção em incêndios florestais – Aquisição de duas viaturas usadas;;;;;
319;;Fornecimento de Serviço Educativo para o Mosteiro de Alcobaça.;;Ajuste directo;04/09/2008;;;150 dias;;23.184,00 €;;Instituto de Gestão do Património Arquitectónico e Arqueológico, I. P.;501492275;399;Artonus – Produções Artísticas, Lda;503672238;400;;;;Não Preenchido;Não aplicável;;;Fornecimento de Serviço Educativo para o Mosteiro de Alcobaça.;;;;;
320;;Adesão à Plataforma Electrónica de Contratação Pública;;Ajuste directo;04/09/2008;;;1 dias;;9.150,00 €;;Câmara Municipal de Terras do Bouro;506907619;401;Vortal – Comércio Electro. Consultadoria Multim. S.A;505141019;4;;;;Não Preenchido;Não aplicável;;;Adesão à Plataforma Electrónica de Contratação Pública;;;;;
321;;Prestação dos serviços de conservação e manutenção da rede de qualidade ambiental da ETRS da Meia Serra abrange a conservação e manutenção das Unidades indicadas, bem como o fornecimento de todos os consumíveis e peças de reserva necessárias.;;Ajuste directo;04/09/2008;;12/11/2008;90 dias;;32.898,00 €;32.898,00 €;Valor Ambiente – Gestão e Administração de Resíduos da Madeira, S.A.;511243138;403;BHB – Sistemas de Controlo e Medida, Lda.;503789640;404;;;;Não Preenchido;Não aplicável;;;Prestação dos serviços de conservação e manutenção da rede de qualidade ambiental da ETRS da Meia Serra abrange a conservação e manutenção das Unidades indicadas, bem como o fornecimento de todos os consumíveis e peças de reserva necessárias.;;;;;
322;;Aquisição de material informático;;Ajuste directo;04/09/2008;;;3 dias;;180,56 €;;Câmara Municípal de Loulé;502098139;283;Visual Forma, Lda.;503536717;321;;;;Alínea e) do nº 1 do artigo 26º do CCP;Não aplicável;;;Aquisição de material informático;;;;;
323;;Serviços de montagem de stand promocional do concelho no certame FIL 2008;;Ajuste directo;04/09/2008;;;1 dias;;13.275,00 €;;Câmara Municípal de Loulé;502098139;283;Pavilhão 3 – Organização de Eventos, Lda.;507020014;405;;;;Alínea e) do nº 1 do artigo 24º do CCP;Não aplicável;;;Serviços de montagem de stand promocional do concelho no certame FIL 2008;;;;;
324;;Aluguer de espaço para montagem de stand;;Ajuste directo;04/09/2008;;;1 dias;;3.961,21 €;;Câmara Municípal de Loulé;502098139;283;Associação Industrial Portuguesa;500032335;224;;;;Alínea e) do nº 1 do artigo 24º do CCP;Não aplicável;;;Aluguer de espaço para montagem de stand;;;;;
325;;Aquisição de Tractor Agrícola;;Ajuste directo;04/09/2008;;;5 dias;;12.500,00 €;;Câmara Municípal de Miranda do Douro;506806898;23;José A. Castro & Irmãos, Lda.;500154244;406;;;;Não Preenchido;Não aplicável;;;Aquisição de Tractor Agrícola;;;;;
326;;Fornecimento de Papel A4 80 Grs ( branco e reciclado );;Ajuste directo;04/09/2008;;;124 dias;;5.532,00 €;;Serviços Municipalizados de Loures;680009671;145;Albano Alves, S.A.;505076780;318;;;;Não Preenchido;Não aplicável;;;Fornecimento de Papel A4 80 Grs ( branco e reciclado );;;;;
327;;Fornecimento e montagem de equipamento lúdico, no circuito de manutenção;;Ajuste directo;05/09/2008;;24/11/2008;15 dias;;17.536,75 €;17.536,75 €;Câmara Municipal de Alvaiázere;506605949;408;Oásis Urbano – Equipamento para decoração urbana, lda.;503769649;409;;;;De acordo com o artº 24, nº 1 alínea e) do decreto-lei nº 18/2008 de 29 de Janeiro;Não aplicável;;;Fornecimento e montagem de equipamento lúdico, no circuito de manutenção;;;;;
328;;Fornecimento de tendas, com características diversas, destinadas à X Mostra de Gastronomia Ribatejana e 2º Salão do Vinho, do Vinagre e dos Azeites do Ribatejo, a realizar entre os dias 11 e 14 de Setembro de 2008.;;Ajuste directo;04/09/2008;;;12 dias;;12.672,50 €;;Câmara Municipal da Golegã;506563774;410;Alentexpo;503841285;183;;;;Não Preenchido;Não aplicável;;;Fornecimento de tendas, com características diversas, destinadas à X Mostra de Gastronomia Ribatejana e 2º Salão do Vinho, do Vinagre e dos Azeites do Ribatejo, a realizar entre os dias 11 e 14 de Setembro de 2008.;;;;;
329;;Aquisição da Obra: “PERDIDAMENTE: CARTAS INÉDITAS DE FLORBELA ESPANCA;;Ajuste directo;05/09/2008;;;60 dias;;10.237,50 €;;Câmara Municipal de Matosinhos;501305912;412;Do Impensável – Projecto de Atitudes Culturais, Lda.;505049457;413;;;;AJUSTE DIRECTO DE ACORDO COM O N.º 1, ALÍNEA E), ART.º 24.º DO DEC.-LEI N.º 18/08;Não aplicável;;;Aquisição da Obra: “PERDIDAMENTE: CARTAS INÉDITAS DE FLORBELA ESPANCA;;;;;
330;;Organização de oficinas de danças europeias e portuguesas, e actuação8/concerto baile “Mosca Tosca”, na Feira do Monte/2008.;;Ajuste directo;03/09/2008;;;1 dias;;5.350,00 €;;Câmara Municipal de Santiago do Cacém;502130040;325;Pédexumbo – Ass. Promoção Musica e Dança.;504447971;414;;;;Alínea e) do nº 1 do artº 24º do CCP.;Não aplicável;;;Organização de oficinas de danças europeias e portuguesas, e actuação8/concerto baile “Mosca Tosca”, na Feira do Monte/2008.;;;;;
331;;Sobressalentes para MPP de um NRP classe Argos/Albatroz;;Ajuste directo;04/09/2008;;;10 dias;;7.684,61 €;;Arsenal do Alfeite;600000125;299;Electro Central Vulcanizadora;500092354;415;;;;Alínea e) do artigo 24.º do DL 18/2008, de 29 de Janeiro;Não aplicável;;;Sobressalentes para MPP de um NRP classe Argos/Albatroz;;;;;
332;;Aluguer montagem exposição “Sons em Marcha”;;Ajuste directo;05/09/2008;;;31 dias;;9.200,00 €;;Câmara Municipal de Cascais;505187531;88;Realizasom – Produção Áudio, Lda;504899376;416;;;;Não Preenchido;Não aplicável;;;Aluguer montagem exposição “Sons em Marcha”;;;;;
333;;Assessoria Técnica – Sistemas Informáticos;;Ajuste directo;05/09/2008;;;120 dias;;9.000,00 €;;IDT, IP – Delegação Regional do Alentejo;506452654;417;Eng. Nuno Miguel Alvares Morgado;215457080;418;;;;Não Preenchido;Não aplicável;;;Assessoria Técnica – Sistemas Informáticos;;;;;
334;;Prestação de serviços para instalação de sistemas de abertura de Molok’s nas gruas de viaturas pesadas;;Ajuste directo;05/09/2008;;;20 dias;;24.729,60 €;;Câmara Municipal de Matosinhos;501305912;412;Pinto & Cruz, Lda;500217904;419;;;;Ajuste Directo de acordo com a alínea e), n.º 1 do art.º 24.º do Dec.-Lei n.º 18/08;Não aplicável;;;Prestação de serviços para instalação de sistemas de abertura de Molok’s nas gruas de viaturas pesadas;;;;;
335;;Porto de Pesca de Pedrouços – Armazém nº 62 – Impermeabilização da Cobertura;;Ajuste directo;05/09/2008;;;7 dias;;4.403,00 €;;Docapesca, Portos e Lotas S.A.;500086826;420;Europinta;502559594;421;;;;Não Preenchido;Não aplicável;;;Porto de Pesca de Pedrouços – Armazém nº 62 – Impermeabilização da Cobertura;;;;;
336;;Aluguer de Módulos Pré-Fabricados para fornecimento de refeições na EB1/JI da Moita e EB1/JI nº2 Alhos Vedros;;Ajuste directo;05/09/2008;;;365 dias;;16.326,00 €;;Câmara Municipal da Moita;506791220;85;Movex III – Aluguer e Venda de Módulos Pré-Fabricados e Mobiliário Urbano, SA;505296713;302;;;;Não Preenchido;Não aplicável;;;Aluguer de Módulos Pré-Fabricados para fornecimento de refeições na EB1/JI da Moita e EB1/JI nº2 Alhos Vedros;;;;;
337;;Aquisição de Serviços para incineração de cadáveres de animais;Aquisição de serviços;Ajuste directo;05/09/2008;02/09/2008;;122 dias;Portugal, Lisboa, Sintra;9.500,00 €;;Câmara Municipal de Sintra;500051062;143;ITS – Industria Transformadora de Subprodutos, S.A;502536870;423;;;;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos;Não aplicável;;98300000-6, Serviços diversos;Aquisição de Serviços para incineração de cadáveres de animais;;;;;
338;;Aquisição de 30 toneladas de papel FC Laser 90g em bobinas com 458mm de largura;;Ajuste directo;05/09/2008;;;11 dias;;23.400,00 €;;Imprensa Nacional –Casa da Moeda, S.A.;500792887;1;Soporcel –Sociedade Portuguesa de Papel, S.A.;500636630;424;;;;Não Preenchido;Não aplicável;;;Aquisição de 30 toneladas de papel FC Laser 90g em bobinas com 458mm de largura;;;;;
339;;Prestação de serviços de apoio de luz e som ao evento “Nazaré Em Festa” – dias 5, 9, 10, 11 e 14 de Setembro;;Ajuste directo;05/09/2008;;;5 dias;;4.320,00 €;;Câmara Municipal da Nazaré;507012100;47;SaiSom, de Luis Manuel Morais Estrelinha;145728811;425;;;;Não Preenchido;Não aplicável;;;Prestação de serviços de apoio de luz e som ao evento “Nazaré Em Festa” – dias 5, 9, 10, 11 e 14 de Setembro;;;;;
340;;Aquisição de serviços – Reserva de alojamento para o cantor Marco Paulo e a sua equipa – Festas do Pescador;;Ajuste directo;05/09/2008;;;1 dias;;1.470,00 €;;Câmara Municipal de Albufeira;503539473;120;Star Viagens e Turismo, SA.;500886113;121;;;;Alinea h) do nº 1 do artº 27 do DL 18/2008, de 29 de Janeiro;Não aplicável;;;Aquisição de serviços – Reserva de alojamento para o cantor Marco Paulo e a sua equipa – Festas do Pescador;;;;;
341;;Aquisição de bens – Fornecimento de bastidores e acessórios – cordões RJ45, Painéis LANmark – Cat.6 com montagem, ligações e testes.;;Ajuste directo;05/09/2008;;;2 dias;;10.778,30 €;;Câmara Municipal de Albufeira;503539473;120;Nextiraone Portugal, Lda.;505134195;427;;;;Alinea h) do nº 1 do artº 27 do DL 18/2008, de 29 de Janeiro;Não aplicável;;;Aquisição de bens – Fornecimento de bastidores e acessórios – cordões RJ45, Painéis LANmark – Cat.6 com montagem, ligações e testes.;;;;;
342;;Aquisição de bens –  Aquisição de 100 exemplares do livro “Tempos que passam… recordações que ficam”.;;Ajuste directo;05/09/2008;;;1 dias;;800,00 €;;Câmara Municipal de Albufeira;503539473;120;Vitor Miguel Vieira de Sousa;154474916;428;;;;Alinea e) do nº 1 do artº 24 do DL 18/2008, de 29 de Janeiro;Não aplicável;;;Aquisição de bens –  Aquisição de 100 exemplares do livro “Tempos que passam… recordações que ficam”.;;;;;
343;;Porto de Pesca de Pedrouços Edifício dos Armadores – Armazém nº 13 A - Pinturas;;Ajuste directo;05/09/2008;;;30 dias;;6.190,00 €;;Docapesca, Portos e Lotas S.A.;500086826;420;Europinta;502559594;421;;;;Não Preenchido;Não aplicável;;;Porto de Pesca de Pedrouços Edifício dos Armadores – Armazém nº 13 A - Pinturas;;;;;
344;;Porto de Pesca de Pedrouços Edifício dos Armadores – Armazém nº 8 - Pinturas;;Ajuste directo;05/09/2008;;;30 dias;;8.530,00 €;;Docapesca, Portos e Lotas S.A.;500086826;420;Europinta;502559594;421;;;;Não Preenchido;Não aplicável;;;Porto de Pesca de Pedrouços Edifício dos Armadores – Armazém nº 8 - Pinturas;;;;;
